Date,Time,Air temperature | ('C),Wind speed | (m/s),Wind direction | (deg),Pressure | (atm),System power generated | (kW)
14 8 2021,07:00 pm,26.563,9.412,139,0.988431,1442.41
14 8 2021,08:00 pm,26.663,8.126,141,0.992183,925.694
14 8 2021,09:00 pm,26.663,7.405,132,0.993268,702.688
14 8 2021,10:00 pm,26.863,8.235,134,0.992873,967.141
14 8 2021,11:00 pm,26.963,7.939,133,0.992676,867.661
15 8 2021,00:00 am,27.063,7.632,139,0.992281,771.351
15 8 2021,01:00 am,27.063,6.653,141,0.992873,504.301
15 8 2021,02:00 am,26.963,7.771,145,0.992084,814.488
15 8 2021,03:00 am,27.063,5.882,159,0.992183,339.573
15 8 2021,04:00 am,27.163,5.23,176,0.990208,228.051
15 8 2021,05:00 am,27.263,5.21,180,0.99001,224.655
15 8 2021,06:00 am,26.913,5.012,144,0.99159,195.183
15 8 2021,07:00 am,26.563,4.824,146,0.993268,173.201
15 8 2021,08:00 am,27.463,5.398,165,0.992281,256.913
15 8 2021,09:00 am,28.463,4.389,170,0.994649,120.149
15 8 2021,10:00 am,29.763,4.904,164,0.993957,180.855
15 8 2021,11:00 am,30.163,5.961,138,0.992477,349.602
15 8 2021,00:00 pm,29.363,7.523,118,0.989219,729.696
15 8 2021,01:00 pm,27.863,9.619,106,0.991984,1544.81
15 8 2021,02:00 pm,27.363,8.996,112,0.991096,1252.34
15 8 2021,03:00 pm,27.263,8.344,109,0.991195,1005.48
15 8 2021,04:00 pm,27.063,9.352,115,0.990306,1413.1
15 8 2021,05:00 pm,27.263,8.097,130,0.988925,912.263
15 8 2021,06:00 pm,26.813,8.838,122,0.990801,1194.79
15 8 2021,07:00 pm,26.363,9.58,123,0.992676,1534.4
15 8 2021,08:00 pm,26.563,8.255,127,0.992084,974.978
15 8 2021,09:00 pm,26.663,7.345,133,0.994355,684.885
15 8 2021,10:00 pm,26.763,7.345,135,0.994552,684.885
15 8 2021,11:00 pm,26.763,7.148,143,0.99396,623.679
16 8 2021,00:00 am,26.763,7.009,143,0.99544,588.274
16 8 2021,01:00 am,26.763,6.584,148,0.994552,490.115
16 8 2021,02:00 am,26.863,6.347,140,0.992577,434.178
16 8 2021,03:00 am,26.863,6.485,150,0.991788,466.024
16 8 2021,04:00 am,26.963,6.11,155,0.991196,378.673
16 8 2021,05:00 am,26.963,5.961,165,0.990801,352.742
16 8 2021,06:00 am,27.063,5.566,159,0.992676,285.996
16 8 2021,07:00 am,27.163,5.17,171,0.994452,219.115
16 8 2021,08:00 am,27.963,4.815,170,0.992971,171.167
16 8 2021,09:00 am,28.863,3.48,171,0.993662,34.2366
16 8 2021,10:00 am,29.963,3.144,162,0.992181,6.8129
16 8 2021,11:00 am,30.363,3.856,121,0.992772,63.9134
16 8 2021,00:00 pm,29.263,7.533,104,0.992279,734.943
16 8 2021,01:00 pm,27.963,8.927,109,0.992872,1226.71
16 8 2021,02:00 pm,27.863,9.431,116,0.991195,1449.5
16 8 2021,03:00 pm,27.863,9.204,116,0.992083,1337.33
16 8 2021,04:00 pm,27.563,9.174,117,0.992083,1323.85
16 8 2021,05:00 pm,27.463,8.888,123,0.991195,1212.47
16 8 2021,06:00 pm,27.263,8.235,114,0.990504,963.871
16 8 2021,07:00 pm,27.063,7.593,124,0.989912,757.784
16 8 2021,08:00 pm,27.263,5.052,122,0.991788,199.641
16 8 2021,09:00 pm,27.363,4.577,132,0.993367,143.099
16 8 2021,10:00 pm,27.263,4.449,126,0.990109,127.231
16 8 2021,11:00 pm,27.363,5.002,134,0.992084,193.785
17 8 2021,00:00 am,27.363,5.141,143,0.992577,213.295
17 8 2021,01:00 am,27.463,4.844,155,0.993564,175.078
17 8 2021,02:00 am,27.463,5.032,148,0.993663,197.612
17 8 2021,03:00 am,27.363,4.943,161,0.992479,186.944
17 8 2021,04:00 am,27.163,4.429,186,0.990701,125.001
17 8 2021,05:00 am,27.063,4.271,203,0.990208,106.074
17 8 2021,06:00 am,26.613,3.44,165,0.990702,31.4376
17 8 2021,11:00 am,30.563,3.203,92,0.991884,11.3497
17 8 2021,00:00 pm,30.063,5.783,89,0.989318,318.521
17 8 2021,01:00 pm,28.863,7.909,84,0.990108,850.638
17 8 2021,02:00 pm,27.463,10.291,93,0.989616,1872.41
17 8 2021,03:00 pm,27.563,7.968,93,0.989517,872.311
17 8 2021,04:00 pm,27.363,8.472,93,0.98853,1051.78
17 8 2021,05:00 pm,27.563,7.227,101,0.988826,641.817
17 8 2021,06:00 pm,27.913,6.278,95,0.989714,415.303
17 8 2021,07:00 pm,28.263,5.339,98,0.990701,245.736
17 8 2021,08:00 pm,28.463,4.716,88,0.992379,158.773
17 8 2021,09:00 pm,28.463,3.707,102,0.992675,52.5055
18 8 2021,01:00 am,27.763,3.529,86,0.991589,38.3205
18 8 2021,02:00 am,27.563,3.084,89,0.989813,2.4599
18 8 2021,08:00 am,27.763,3.549,337,0.989122,39.7576
18 8 2021,09:00 am,28.363,4.34,28,0.99307,114.062
18 8 2021,10:00 am,28.763,4.785,55,0.992675,167.011
18 8 2021,11:00 am,29.163,4.963,73,0.991391,187.791
18 8 2021,00:00 pm,28.963,6.555,89,0.988924,476.811
18 8 2021,01:00 pm,28.663,7.177,90,0.988924,623.695
18 8 2021,02:00 pm,28.563,7.375,83,0.98843,684.963
18 8 2021,03:00 pm,29.163,6.653,82,0.988035,498.551
18 8 2021,04:00 pm,29.863,5.269,82,0.986454,230.879
18 8 2021,05:00 pm,30.363,4.172,101,0.986652,91.7731
18 8 2021,06:00 pm,29.513,4.637,109,0.989021,148.162
18 8 2021,07:00 pm,28.663,5.101,177,0.991391,205.052
18 8 2021,08:00 pm,29.263,5.161,199,0.990207,214.3
18 8 2021,09:00 pm,29.563,5.457,217,0.988923,263.742
18 8 2021,10:00 pm,29.363,8.502,225,0.988232,1054.94
18 8 2021,11:00 pm,28.363,3.589,219,0.990602,42.856
19 8 2021,00:00 am,21.863,10.371,57,0.992285,1940.47
19 8 2021,01:00 am,22.863,3.342,98,0.989817,24.6032
19 8 2021,04:00 am,25.463,4.676,230,0.987741,155.09
19 8 2021,05:00 am,25.963,7.672,236,0.987544,782.88
19 8 2021,06:00 am,25.763,6.95,224,0.987149,572.223
19 8 2021,07:00 am,25.563,6.218,241,0.986754,403.414
19 8 2021,08:00 am,26.263,3.282,251,0.989913,18.7584
19 8 2021,00:00 pm,30.463,5.062,120,0.988527,198.179
19 8 2021,01:00 pm,28.663,8.166,127,0.988036,929.593
19 8 2021,02:00 pm,27.863,10.272,133,0.987246,1858.43
19 8 2021,03:00 pm,27.763,10.855,135,0.988036,2116.59
19 8 2021,04:00 pm,27.663,11.023,140,0.986062,2187.8
19 8 2021,05:00 pm,27.263,11.221,142,0.986654,2276.49
19 8 2021,06:00 pm,26.663,10.647,134,0.988727,2031.91
19 8 2021,07:00 pm,26.063,10.064,133,0.990801,1775.52
19 8 2021,08:00 pm,26.363,9.481,140,0.989321,1479.42
19 8 2021,09:00 pm,26.363,7.988,160,0.989419,881.29
19 8 2021,10:00 pm,26.363,6.831,169,0.992281,546.592
19 8 2021,11:00 pm,26.263,6.495,171,0.990998,468.537
20 8 2021,00:00 am,26.263,5.803,185,0.99011,326.305
20 8 2021,01:00 am,26.363,3.954,176,0.9909,72.8519
20 8 2021,02:00 am,26.263,4.597,163,0.989518,145.567
20 8 2021,03:00 am,26.163,4.607,172,0.990406,146.765
20 8 2021,04:00 am,26.163,4.053,164,0.989024,80.8184
20 8 2021,05:00 am,26.163,4.241,137,0.989814,102.888
20 8 2021,06:00 am,26.213,4.162,152,0.990505,93.417
20 8 2021,07:00 am,26.263,4.083,164,0.991196,84.1249
20 8 2021,08:00 am,27.163,4.123,191,0.990306,88.2798
20 8 2021,09:00 am,28.363,3.183,190,0.992083,10.3829
20 8 2021,10:00 am,29.463,3.253,167,0.99149,15.6374
20 8 2021,11:00 am,30.063,4.063,142,0.989219,80.1539
20 8 2021,00:00 pm,29.963,5.665,121,0.990304,298.977
20 8 2021,01:00 pm,28.763,8.403,121,0.991391,1022.84
20 8 2021,02:00 pm,27.963,10.291,126,0.989022,1868.6
20 8 2021,03:00 pm,27.763,10.173,129,0.988825,1815.91
20 8 2021,04:00 pm,27.863,9.59,131,0.987443,1522.97
20 8 2021,05:00 pm,27.863,9.797,137,0.988726,1628.49
20 8 2021,06:00 pm,27.513,9.629,129,0.98853,1546.08
20 8 2021,07:00 pm,27.163,9.471,143,0.988431,1468.77
20 8 2021,08:00 pm,27.163,5.516,143,0.990109,276.585
20 8 2021,09:00 pm,26.963,6.031,151,0.989912,364.033
20 8 2021,10:00 pm,26.663,7.751,152,0.992281,809.35
20 8 2021,11:00 pm,26.663,7.909,176,0.993268,859.219
21 8 2021,00:00 am,26.663,8.304,176,0.991097,992.252
21 8 2021,01:00 am,26.863,5.882,191,0.992775,339.961
21 8 2021,02:00 am,26.863,5.19,175,0.990801,221.728
21 8 2021,03:00 am,26.663,4.983,169,0.9909,191.582
21 8 2021,04:00 am,26.563,4.251,188,0.9909,104.052
21 8 2021,05:00 am,26.563,3.865,182,0.989023,65.4725
21 8 2021,11:00 am,30.563,4.024,96,0.99218,77.2479
21 8 2021,00:00 pm,29.763,6.98,102,0.991194,574.354
21 8 2021,01:00 pm,28.263,9.224,101,0.9908,1343.31
21 8 2021,02:00 pm,27.963,8.917,105,0.989417,1219.42
21 8 2021,03:00 pm,27.763,8.344,102,0.990405,1002.87
21 8 2021,04:00 pm,27.763,6.653,100,0.989418,501.633
21 8 2021,05:00 pm,27.863,5.813,107,0.98843,325.693
21 8 2021,06:00 pm,27.763,4.993,103,0.990109,192.044
21 8 2021,07:00 pm,27.663,4.172,108,0.991886,94.137
21 8 2021,08:00 pm,27.563,4.142,84,0.991688,90.5439
21 8 2021,09:00 pm,27.463,4.548,80,0.993762,139.634
21 8 2021,10:00 pm,27.463,4.093,87,0.992972,85.0928
21 8 2021,11:00 pm,27.463,3.668,111,0.993466,49.8061
22 8 2021,02:00 am,27.063,3.816,221,0.99386,61.8842
22 8 2021,03:00 am,26.963,4.291,235,0.994847,109.3
22 8 2021,04:00 am,27.163,5.645,254,0.991985,299.094
22 8 2021,05:00 am,27.163,6.268,273,0.992183,415.177
22 8 2021,06:00 am,27.363,5.783,293,0.99238,322.542
22 8 2021,07:00 am,27.563,5.309,290,0.992479,242.005
22 8 2021,08:00 am,28.263,6.011,280,0.990602,359.563
22 8 2021,09:00 am,29.463,6.278,286,0.995537,415.527
22 8 2021,10:00 am,30.563,4.696,287,0.993068,155.323
22 8 2021,00:00 pm,30.463,3.688,55,0.99218,50.2777
22 8 2021,01:00 pm,26.563,7.207,74,0.993467,641.592
22 8 2021,02:00 pm,23.263,5.882,69,0.992975,344.061
22 8 2021,04:00 pm,23.863,3.065,97,0.990112,1.97659
22 8 2021,06:00 pm,24.913,3.213,91,0.989914,13.6106
22 8 2021,07:00 pm,24.963,4.182,80,0.990012,96.5653
22 8 2021,11:00 pm,25.263,4.805,211,0.996231,172.331
23 8 2021,00:00 am,25.563,4.192,212,0.995145,98.2569
23 8 2021,01:00 am,25.663,3.44,214,0.993664,32.0064
23 8 2021,11:00 am,29.963,3.45,90,0.993266,31.4541
23 8 2021,00:00 pm,29.563,5.368,120,0.990898,249.28
23 8 2021,01:00 pm,27.863,8.482,111,0.992872,1057.69
23 8 2021,02:00 pm,26.963,9.718,112,0.99001,1595.79
23 8 2021,03:00 pm,27.163,9.095,122,0.988727,1288.9
23 8 2021,04:00 pm,27.363,9.392,131,0.98853,1428.38
23 8 2021,05:00 pm,27.263,9.768,138,0.988333,1616.38
23 8 2021,06:00 pm,26.363,8.72,135,0.989123,1149.63
23 8 2021,07:00 pm,25.463,7.672,140,0.989913,786.11
23 8 2021,08:00 pm,25.463,7.652,145,0.992874,782.265
23 8 2021,09:00 pm,25.663,7.652,155,0.991888,780.946
23 8 2021,10:00 pm,25.663,6.12,166,0.993861,384.29
23 8 2021,11:00 pm,25.763,7.336,165,0.994355,684.251
24 8 2021,00:00 am,25.763,7.672,176,0.99169,786.737
24 8 2021,01:00 am,25.763,7.167,178,0.994157,631.667
24 8 2021,02:00 am,25.763,6.574,187,0.990702,487.465
24 8 2021,03:00 am,25.763,5.872,190,0.989123,338.257
24 8 2021,04:00 am,25.863,4.607,188,0.987939,146.607
24 8 2021,05:00 am,26.063,3.786,175,0.987939,59.2457
24 8 2021,06:00 am,26.463,3.717,159,0.988531,53.5548
24 8 2021,07:00 am,26.863,3.648,144,0.989221,48.0066
24 8 2021,08:00 am,27.363,3.391,156,0.987147,26.9417
24 8 2021,10:00 am,28.763,5.497,137,0.990602,271.861
24 8 2021,11:00 am,28.963,5.803,140,0.988035,322.67
24 8 2021,00:00 pm,29.263,7.138,125,0.987245,609.403
24 8 2021,01:00 pm,28.263,9.461,121,0.989319,1459.42
24 8 2021,02:00 pm,27.463,10.865,121,0.987246,2120.41
24 8 2021,03:00 pm,27.163,11.112,125,0.985272,2229.06
24 8 2021,04:00 pm,27.263,10.993,131,0.985766,2176.72
24 8 2021,05:00 pm,27.263,10.756,137,0.985667,2072.47
24 8 2021,06:00 pm,27.263,10.489,124,0.98616,1955.03
24 8 2021,07:00 pm,27.263,10.222,129,0.986654,1837.59
24 8 2021,08:00 pm,27.163,10.855,129,0.987938,2119.61
24 8 2021,09:00 pm,27.063,9.965,138,0.989418,1718.04
24 8 2021,10:00 pm,26.963,9.461,154,0.986951,1462.46
24 8 2021,11:00 pm,26.863,8.512,166,0.989813,1069.37
25 8 2021,00:00 am,26.963,8.482,166,0.98853,1056.19
25 8 2021,01:00 am,27.263,6.98,174,0.98932,577.886
25 8 2021,02:00 am,27.563,7.128,169,0.985173,609.037
25 8 2021,03:00 am,27.763,6.732,172,0.987246,518.691
25 8 2021,04:00 am,27.763,6.703,172,0.987542,512.018
25 8 2021,05:00 am,27.763,6.614,176,0.985963,490.876
25 8 2021,06:00 am,27.513,7.83,168,0.987147,827.389
25 8 2021,07:00 am,27.263,9.056,172,0.988333,1273.23
25 8 2021,08:00 am,28.063,8.364,178,0.988529,1007.41
25 8 2021,09:00 am,29.263,7.761,185,0.989319,803.136
25 8 2021,10:00 am,30.563,6.535,184,0.98606,468.119
25 8 2021,11:00 am,31.063,6.179,146,0.988527,386.478
25 8 2021,00:00 pm,30.463,7.731,133,0.987935,789.59
25 8 2021,01:00 pm,28.763,10.677,120,0.987245,2031.85
25 8 2021,02:00 pm,27.963,12.18,127,0.985766,2607.39
25 8 2021,03:00 pm,28.063,12.644,132,0.985469,2716.73
25 8 2021,04:00 pm,27.863,12.12,135,0.984383,2584.91
25 8 2021,05:00 pm,27.363,11.606,135,0.984581,2407.88
25 8 2021,06:00 pm,26.763,12.022,137,0.985668,2557.64
25 8 2021,07:00 pm,26.163,12.437,136,0.986852,2677.65
25 8 2021,08:00 pm,26.463,12.931,146,0.988827,2787.61
25 8 2021,09:00 pm,26.663,11.31,151,0.988431,2312.64
25 8 2021,10:00 pm,26.763,11.507,153,0.988925,2381.64
25 8 2021,11:00 pm,27.063,9.461,159,0.990405,1466.4
26 8 2021,00:00 am,27.063,10.726,171,0.986556,2061.15
26 8 2021,01:00 am,27.263,8.818,168,0.988037,1181.44
26 8 2021,02:00 am,27.263,9.194,158,0.986654,1327.85
26 8 2021,03:00 am,27.363,8.502,168,0.988135,1061.29
26 8 2021,04:00 am,27.363,7.148,173,0.986358,615.989
26 8 2021,05:00 am,27.263,6.515,166,0.987147,469.534
26 8 2021,06:00 am,27.313,7.148,151,0.988037,616.825
26 8 2021,07:00 am,27.363,7.78,156,0.989023,813.833
26 8 2021,08:00 am,28.163,10.934,172,0.98695,2147.45
26 8 2021,09:00 am,28.463,8.423,170,0.990207,1030.23
26 8 2021,10:00 am,29.063,7.494,158,0.990799,722.227
26 8 2021,11:00 am,29.363,8.67,137,0.987344,1117.66
26 8 2021,00:00 pm,27.463,10.974,119,0.988037,2170.55
26 8 2021,01:00 pm,26.863,11.606,125,0.987938,2414.74
26 8 2021,02:00 pm,27.063,11.903,127,0.987938,2518.73
26 8 2021,03:00 pm,27.463,12.16,134,0.986555,2603.89
26 8 2021,04:00 pm,27.563,12.526,135,0.984384,2690.69
26 8 2021,05:00 pm,27.363,12.279,137,0.984483,2636.32
26 8 2021,06:00 pm,27.263,12.041,130,0.985667,2561.94
26 8 2021,07:00 pm,27.163,11.804,125,0.986851,2481.17
26 8 2021,08:00 pm,27.263,11.142,133,0.989813,2248.5
26 8 2021,09:00 pm,27.163,9.075,146,0.99159,1284.62
26 8 2021,10:00 pm,27.263,9.58,144,0.989912,1525.14
26 8 2021,11:00 pm,26.963,9.392,155,0.990306,1433.28
27 8 2021,00:00 am,26.763,8.364,156,0.989023,1013.2
27 8 2021,01:00 am,27.063,7.227,162,0.990801,644.425
27 8 2021,02:00 am,27.363,7.593,156,0.988333,755.335
27 8 2021,03:00 am,26.763,7.069,154,0.988727,598.865
27 8 2021,04:00 am,26.163,7.009,156,0.98863,586.061
27 8 2021,05:00 am,26.963,7.088,163,0.987839,602.392
27 8 2021,06:00 am,27.263,7.009,163,0.988333,584.192
27 8 2021,07:00 am,27.563,6.93,158,0.988826,565.461
27 8 2021,08:00 am,28.163,8.542,166,0.989812,1076.11
27 8 2021,09:00 am,29.163,7.879,173,0.991687,841.842
27 8 2021,10:00 am,30.363,7.771,175,0.990699,804.438
27 8 2021,11:00 am,28.463,6.851,141,0.988924,545.748
27 8 2021,00:00 pm,27.263,9.155,122,0.98932,1312.04
27 8 2021,01:00 pm,27.763,10.598,127,0.987345,2002.45
27 8 2021,02:00 pm,27.463,12.536,130,0.986259,2695.04
27 8 2021,03:00 pm,27.263,13.247,136,0.987246,2852.34
27 8 2021,04:00 pm,27.263,12.368,137,0.985371,2657.72
27 8 2021,05:00 pm,27.263,11.853,137,0.985568,2495.78
27 8 2021,06:00 pm,27.313,11.488,133,0.987345,2370.61
27 8 2021,07:00 pm,27.363,11.112,142,0.989122,2233.61
27 8 2021,08:00 pm,27.363,10.697,149,0.989517,2050.9
27 8 2021,09:00 pm,27.363,10.746,165,0.992183,2077.35
27 8 2021,10:00 pm,27.463,9.491,153,0.991392,1481.93
27 8 2021,11:00 pm,27.363,9.856,154,0.991985,1666.12
28 8 2021,00:00 am,27.463,10.519,154,0.991984,1977
28 8 2021,01:00 am,27.663,9.313,168,0.990306,1390.12
28 8 2021,02:00 am,27.663,9.926,172,0.987542,1692.08
28 8 2021,03:00 am,27.563,10.252,177,0.987739,1851.08
28 8 2021,04:00 am,27.563,9.728,176,0.987641,1593.15
28 8 2021,05:00 am,27.463,8.581,179,0.987345,1090.24
28 8 2021,06:00 am,27.113,7.929,167,0.989912,861.424
28 8 2021,07:00 am,26.763,7.286,175,0.992479,664.878
28 8 2021,08:00 am,27.463,7.158,182,0.990306,621.792
28 8 2021,09:00 am,28.663,6.297,179,0.993267,420.08
28 8 2021,10:00 am,29.863,5.625,167,0.991786,292.785
28 8 2021,11:00 am,30.363,6.703,148,0.991587,509.852
28 8 2021,00:00 pm,29.263,8.749,121,0.990108,1151.09
28 8 2021,01:00 pm,27.363,10.914,114,0.990899,2149.31
28 8 2021,02:00 pm,27.663,11.438,136,0.988134,2352.63
28 8 2021,03:00 pm,28.163,11.646,140,0.987937,2422.87
28 8 2021,04:00 pm,28.463,11.903,142,0.987443,2510.65
28 8 2021,05:00 pm,28.263,12.555,141,0.986753,2697.18
28 8 2021,06:00 pm,27.363,11.587,137,0.988234,2406.24
28 8 2021,07:00 pm,26.463,10.608,140,0.989715,2017.32
28 8 2021,08:00 pm,26.363,9.066,148,0.990209,1281.7
28 8 2021,09:00 pm,26.363,9.135,154,0.992084,1311.15
28 8 2021,10:00 pm,26.363,8.64,153,0.990998,1121.24
28 8 2021,11:00 pm,26.563,7.365,153,0.9909,689.284
29 8 2021,00:00 am,26.663,6.762,157,0.99159,529.988
29 8 2021,01:00 am,26.663,6.95,154,0.989122,571.827
29 8 2021,02:00 am,26.763,6.742,155,0.988135,523.181
29 8 2021,03:00 am,26.663,5.289,171,0.989418,238.329
29 8 2021,04:00 am,26.663,4.646,179,0.989221,151.063
29 8 2021,05:00 am,26.663,3.895,181,0.989221,67.8917
29 8 2021,06:00 am,26.163,3.45,159,0.990209,32.3351
29 8 2021,00:00 pm,30.263,5.24,111,0.99139,226.837
29 8 2021,01:00 pm,28.363,7.879,114,0.990305,842.863
29 8 2021,02:00 pm,27.263,9.145,116,0.988925,1307.77
29 8 2021,03:00 pm,27.163,8.937,122,0.989418,1228.64
29 8 2021,04:00 pm,27.263,8.443,129,0.988629,1040.71
29 8 2021,05:00 pm,27.363,7.405,135,0.988333,697.089
29 8 2021,06:00 pm,27.513,6.881,120,0.99001,554.896
29 8 2021,07:00 pm,27.663,6.357,119,0.991688,434.746
29 8 2021,08:00 pm,27.663,4.508,122,0.990899,134.344
29 8 2021,09:00 pm,27.563,3.292,123,0.993762,19.5231
29 8 2021,10:00 pm,27.463,3.747,122,0.994749,56.2623
29 8 2021,11:00 pm,27.363,3.262,158,0.993663,17.2255
30 8 2021,00:00 am,27.263,3.925,178,0.991788,70.3455
30 8 2021,01:00 am,27.163,3.727,211,0.992281,54.4211
30 8 2021,03:00 am,27.263,3.351,263,0.991195,24.1271
30 8 2021,04:00 am,27.363,3.282,269,0.991589,18.5788
30 8 2021,05:00 am,27.263,4.271,304,0.990701,106.102
30 8 2021,06:00 am,26.963,4.913,342,0.990208,183.01
30 8 2021,07:00 am,26.663,5.566,8,0.989714,285.315
30 8 2021,08:00 am,27.063,6.011,19,0.99001,360.897
30 8 2021,09:00 am,27.563,5.833,32,0.991491,330.664
30 8 2021,10:00 am,27.663,6.406,56,0.992775,446.45
30 8 2021,11:00 am,27.563,6.367,70,0.994551,438.625
30 8 2021,00:00 pm,28.063,5.833,75,0.990701,329.622
30 8 2021,01:00 pm,27.963,6.673,85,0.990208,506.392
30 8 2021,02:00 pm,27.363,7.365,93,0.988826,684.747
30 8 2021,03:00 pm,27.163,6.782,97,0.989517,532.433
30 8 2021,04:00 pm,27.163,6.703,103,0.989023,514.227
30 8 2021,05:00 pm,27.063,5.635,110,0.986754,295.815
30 8 2021,06:00 pm,26.563,5.427,102,0.988234,261.504
30 8 2021,07:00 pm,26.063,5.22,106,0.989715,227.29
30 8 2021,08:00 pm,26.263,4.478,113,0.991788,131.603
31 8 2021,04:00 am,26.463,3.391,69,0.990505,27.5227
31 8 2021,05:00 am,26.663,3.648,61,0.991985,48.2017
31 8 2021,11:00 am,28.163,4.874,82,0.992675,177.995
31 8 2021,00:00 pm,27.963,6.307,89,0.991688,422.77
31 8 2021,01:00 pm,27.363,7.583,91,0.991096,754.424
31 8 2021,02:00 pm,26.963,7.504,91,0.991689,731.423
31 8 2021,03:00 pm,26.863,6.357,90,0.9909,435.885
31 8 2021,04:00 pm,26.763,6.683,91,0.990998,511.086
31 8 2021,05:00 pm,27.663,7.939,121,0.986654,860.322
31 8 2021,06:00 pm,28.013,7.415,108,0.989417,699.372
31 8 2021,07:00 pm,28.363,6.901,114,0.99228,559.222
31 8 2021,08:00 pm,28.463,6.179,121,0.989121,391.228
31 8 2021,09:00 pm,28.363,5.418,129,0.990305,258.783
31 8 2021,10:00 pm,28.163,5.467,131,0.991491,267.667
31 8 2021,11:00 pm,28.063,5.556,147,0.992675,283.25
1 9 2021,00:00 am,27.963,4.874,152,0.991688,178.111
1 9 2021,01:00 am,27.963,3.688,137,0.990306,50.9068
1 9 2021,02:00 am,27.963,4.37,126,0.990602,117.4
1 9 2021,03:00 am,27.963,4.716,130,0.989912,158.804
1 9 2021,04:00 am,27.963,4.152,121,0.988036,90.9323
1 9 2021,05:00 am,27.963,3.5,124,0.987049,35.4974
1 9 2021,06:00 am,27.763,3.371,115,0.988332,25.324
1 9 2021,07:00 am,27.563,3.243,109,0.989616,15.2176
1 9 2021,08:00 am,28.163,4.172,132,0.989022,93.3794
1 9 2021,09:00 am,28.863,5.892,143,0.988134,337.886
1 9 2021,10:00 am,28.863,6.05,123,0.989319,365.055
1 9 2021,11:00 am,28.963,5.437,129,0.990503,261.455
1 9 2021,00:00 pm,28.663,6.396,115,0.990503,441.518
1 9 2021,01:00 pm,28.863,6.456,110,0.988232,453.863
1 9 2021,02:00 pm,29.163,6.08,111,0.986752,368.906
1 9 2021,03:00 pm,29.063,6.169,111,0.986357,386.697
1 9 2021,04:00 pm,28.863,7.009,111,0.984876,579.187
1 9 2021,05:00 pm,28.463,6.762,109,0.984482,522.938
1 9 2021,06:00 pm,28.413,6.139,94,0.98537,380.314
1 9 2021,07:00 pm,28.363,5.507,89,0.986358,272.633
1 9 2021,08:00 pm,28.263,5.596,67,0.987739,288.254
1 9 2021,09:00 pm,28.063,5.22,90,0.987246,224.537
1 9 2021,10:00 pm,27.963,4.854,94,0.988924,175.048
1 9 2021,11:00 pm,27.963,4.567,109,0.988825,140.719
2 9 2021,00:00 am,27.763,5.299,92,0.988332,238.581
2 9 2021,01:00 am,27.663,6.021,90,0.987937,361.021
2 9 2021,02:00 am,27.763,4.32,100,0.987641,111.176
2 9 2021,03:00 am,27.763,3.173,119,0.987739,9.42143
2 9 2021,00:00 pm,26.463,10.173,107,0.988827,1824.24
2 9 2021,01:00 pm,24.763,13.109,113,0.988038,2831.62
2 9 2021,02:00 pm,25.363,7.296,111,0.987149,667.451
2 9 2021,03:00 pm,27.263,4.172,59,0.987444,93.6114
2 9 2021,04:00 pm,28.263,4.983,64,0.984876,189.466
2 9 2021,05:00 pm,28.163,4.923,76,0.984383,182.301
2 9 2021,06:00 pm,27.863,5.477,86,0.984877,267.601
2 9 2021,07:00 pm,27.563,6.031,59,0.985371,361.943
2 9 2021,08:00 pm,27.563,6.653,52,0.987345,500.901
2 9 2021,09:00 pm,27.463,6.07,56,0.989714,370.176
2 9 2021,10:00 pm,27.363,6.169,62,0.991096,391.602
2 9 2021,11:00 pm,26.963,5.734,74,0.990801,314.045
3 9 2021,00:00 am,26.863,4.449,79,0.989122,127.291
3 9 2021,01:00 am,26.863,4.577,63,0.988135,142.438
3 9 2021,02:00 am,27.063,4.083,50,0.99001,83.4945
3 9 2021,03:00 am,26.863,3.638,29,0.990406,47.2572
3 9 2021,04:00 am,25.863,4.765,18,0.990604,166.057
3 9 2021,05:00 am,24.863,6.09,32,0.989618,376.604
3 9 2021,06:00 am,24.763,6.347,53,0.989025,435.986
3 9 2021,07:00 am,24.663,6.594,11,0.988433,493.058
3 9 2021,08:00 am,24.963,6.95,17,0.988729,574.654
3 9 2021,09:00 am,25.363,5.813,15,0.989024,328.635
3 9 2021,10:00 am,25.663,6.555,31,0.990406,482.898
3 9 2021,11:00 am,27.263,9.659,56,0.991195,1566.75
3 9 2021,00:00 pm,26.963,13.02,59,0.990701,2806.99
3 9 2021,01:00 pm,26.763,13.692,57,0.99011,2907.75
3 9 2021,02:00 pm,26.963,13.277,60,0.987938,2856.82
3 9 2021,03:00 pm,27.063,12.516,59,0.988037,2693.64
3 9 2021,04:00 pm,27.263,12.812,58,0.987543,2757.6
3 9 2021,05:00 pm,27.463,12.793,59,0.987641,2753.41
3 9 2021,06:00 pm,27.563,12.318,65,0.989122,2648.7
3 9 2021,07:00 pm,27.663,11.844,67,0.990602,2498.11
3 9 2021,08:00 pm,27.563,10.361,61,0.992083,1906.51
3 9 2021,09:00 pm,27.263,8.749,55,0.993169,1161.88
3 9 2021,10:00 pm,26.563,9.125,40,0.992183,1306.67
3 9 2021,11:00 pm,25.863,7.869,39,0.994059,849.622
4 9 2021,00:00 am,26.663,8.028,38,0.994552,897.251
4 9 2021,01:00 am,26.963,10.074,30,0.9909,1775.65
4 9 2021,02:00 am,26.963,7.523,49,0.991492,736.699
