Date,Time,Air temperature | ('C),Wind speed | (m/s),Wind direction | (deg),Pressure | (atm),System power generated | (kW)
26 7 2021,04:00 pm,26.763,11.616,126,0.99386,2426.81
26 7 2021,05:00 pm,26.663,11.844,129,0.994355,2506.8
26 7 2021,06:00 pm,26.763,10.608,121,0.996427,2026.31
26 7 2021,07:00 pm,26.863,9.382,126,0.998599,1441.87
26 7 2021,08:00 pm,26.863,9.323,130,0.997908,1412.25
26 7 2021,09:00 pm,26.963,8.888,141,0.99544,1218.54
26 7 2021,10:00 pm,26.963,8.423,143,0.995638,1041.2
26 7 2021,11:00 pm,26.963,8.71,149,0.998204,1153.72
27 7 2021,00:00 am,26.563,8.512,149,0.997513,1078.14
27 7 2021,01:00 am,25.463,7.355,137,0.996428,692.638
27 7 2021,02:00 am,25.363,8.018,136,0.994751,897.921
27 7 2021,03:00 am,25.563,7.741,141,0.996823,812.858
27 7 2021,04:00 am,25.763,6.535,154,0.995343,480.812
27 7 2021,05:00 am,25.763,6.09,157,0.994552,377.896
27 7 2021,06:00 am,25.663,5.694,163,0.996527,310.513
27 7 2021,07:00 am,25.563,5.289,165,0.9986,242.205
27 7 2021,08:00 am,25.763,3.519,177,0.998698,38.876
27 7 2021,09:00 am,24.863,3.49,149,0.997021,36.5339
27 7 2021,00:00 pm,28.163,4.31,126,0.998203,111.472
27 7 2021,01:00 pm,28.063,5.922,110,0.99692,346.82
27 7 2021,02:00 pm,27.363,8.502,111,0.994847,1068.98
27 7 2021,03:00 pm,27.063,9.333,119,0.995342,1411.13
27 7 2021,04:00 pm,27.263,9.155,133,0.992873,1317.08
27 7 2021,05:00 pm,27.363,8.789,137,0.992479,1176.78
27 7 2021,06:00 pm,26.913,8.828,123,0.995144,1195.51
27 7 2021,07:00 pm,26.463,8.858,124,0.99781,1211.66
27 7 2021,08:00 pm,26.463,7.691,128,0.994256,792.836
27 7 2021,09:00 pm,26.663,7.84,151,0.99475,839.138
27 7 2021,10:00 pm,26.963,7.167,167,0.996131,630.004
27 7 2021,11:00 pm,27.063,6.456,179,0.996822,460.834
28 7 2021,00:00 am,27.063,5.902,189,0.996033,344.307
28 7 2021,01:00 am,27.063,4.775,185,0.995243,167.384
28 7 2021,02:00 am,26.963,3.786,172,0.995243,59.5871
28 7 2021,03:00 am,26.963,4.32,179,0.993959,112.625
28 7 2021,04:00 am,26.663,4.399,196,0.992775,122.101
28 7 2021,05:00 am,26.463,3.45,185,0.992281,32.4379
28 7 2021,08:00 am,25.063,3.065,118,0.993961,1.96404
28 7 2021,10:00 am,27.063,3.579,112,0.997118,43.1689
28 7 2021,11:00 am,27.763,3.144,114,0.997117,7.84439
28 7 2021,01:00 pm,28.563,3.51,103,0.994452,36.8148
28 7 2021,02:00 pm,28.263,5.783,110,0.992083,321.377
28 7 2021,03:00 pm,27.063,9.313,116,0.992084,1396.01
28 7 2021,04:00 pm,26.763,8.146,123,0.990011,930.582
28 7 2021,05:00 pm,26.963,7.069,138,0.989714,599.045
28 7 2021,06:00 pm,26.663,7.573,127,0.991196,753.228
28 7 2021,07:00 pm,26.363,8.067,128,0.992776,908.712
28 7 2021,08:00 pm,26.363,7.573,149,0.995144,757.131
28 7 2021,09:00 pm,26.263,7.978,154,0.994947,883.035
28 7 2021,10:00 pm,26.363,7.434,154,0.991788,711.318
28 7 2021,11:00 pm,26.463,5.348,156,0.99396,249.941
29 7 2021,00:00 am,26.563,5.418,161,0.994355,261.852
29 7 2021,01:00 am,26.563,4.874,166,0.992873,179.122
29 7 2021,02:00 am,26.463,4.785,170,0.992873,168.446
29 7 2021,03:00 am,26.463,4.716,168,0.991097,159.895
29 7 2021,04:00 am,26.463,4.192,168,0.9909,97.0685
29 7 2021,06:00 am,24.013,3.519,136,0.992382,38.7772
29 7 2021,07:00 am,22.363,4.014,144,0.993173,79.4291
29 7 2021,08:00 am,22.463,3.519,139,0.992679,39.3807
29 7 2021,09:00 am,24.063,3.144,137,0.992481,8.49598
29 7 2021,10:00 am,26.163,4.192,127,0.992973,97.5534
29 7 2021,11:00 am,27.463,5.042,121,0.994354,198.971
29 7 2021,00:00 pm,27.463,8.097,106,0.992083,914.375
29 7 2021,01:00 pm,26.763,9.333,109,0.993169,1409.28
29 7 2021,02:00 pm,26.863,8.828,119,0.990505,1190.46
29 7 2021,03:00 pm,27.063,8.631,121,0.990208,1114.38
29 7 2021,04:00 pm,27.063,9.283,127,0.988727,1375.73
29 7 2021,05:00 pm,26.963,10.143,132,0.988333,1805.91
29 7 2021,06:00 pm,26.963,10.647,128,0.988826,2029.82
29 7 2021,07:00 pm,26.963,11.152,132,0.98932,2253.73
29 7 2021,08:00 pm,26.763,10.074,143,0.991294,1777.44
29 7 2021,09:00 pm,26.863,11.072,155,0.992479,2224.21
29 7 2021,10:00 pm,26.763,8.374,161,0.991886,1019.69
29 7 2021,11:00 pm,26.663,8.097,169,0.993564,917.857
30 7 2021,00:00 am,26.563,7.939,178,0.993763,868.781
30 7 2021,01:00 am,26.663,6.288,188,0.993268,421.365
30 7 2021,02:00 am,26.563,7.108,181,0.99238,610.234
30 7 2021,03:00 am,26.363,7.316,171,0.992577,675.278
30 7 2021,04:00 am,26.063,7.266,174,0.990505,658.929
30 7 2021,05:00 am,25.863,6.772,179,0.990011,532.558
30 7 2021,06:00 am,26.013,6.347,174,0.9909,434.461
30 7 2021,07:00 am,26.163,5.922,189,0.991689,347.179
30 7 2021,08:00 am,26.963,4.389,176,0.992479,120.64
30 7 2021,09:00 am,27.863,5.269,187,0.993466,234.959
30 7 2021,10:00 am,28.763,5.279,173,0.993662,235.824
30 7 2021,11:00 am,29.363,4.231,150,0.996327,100.889
30 7 2021,00:00 pm,28.963,7.632,124,0.994353,767.993
30 7 2021,01:00 pm,27.863,9.085,137,0.992478,1286.78
30 7 2021,02:00 pm,28.063,10.469,138,0.991491,1950.62
30 7 2021,03:00 pm,28.463,10.262,139,0.992379,1859.49
30 7 2021,04:00 pm,28.463,10.687,138,0.990108,2042.33
30 7 2021,05:00 pm,28.063,10.558,140,0.989615,1985.59
30 7 2021,06:00 pm,27.063,10.657,134,0.990604,2037.19
30 7 2021,07:00 pm,26.063,10.756,140,0.991689,2087.82
30 7 2021,08:00 pm,26.163,9.422,143,0.993861,1458.13
30 7 2021,09:00 pm,26.263,8.621,149,0.996625,1120.57
30 7 2021,10:00 pm,26.363,7.345,141,0.994651,685.873
30 7 2021,11:00 pm,26.463,7.513,144,0.995243,738.092
31 7 2021,00:00 am,26.563,7.83,147,0.993763,835.357
31 7 2021,01:00 am,26.763,7.612,138,0.994256,767.633
31 7 2021,02:00 am,26.963,7.919,155,0.994255,863.006
31 7 2021,03:00 am,26.763,7.612,168,0.993367,766.793
31 7 2021,04:00 am,26.463,7.454,175,0.992973,717.726
31 7 2021,05:00 am,26.363,6.169,183,0.991393,393.636
31 7 2021,06:00 am,26.213,5.042,193,0.992973,199.531
31 7 2021,07:00 am,26.063,3.925,199,0.994651,71.0708
31 7 2021,08:00 am,26.763,5.22,194,0.992775,227.512
31 7 2021,09:00 am,27.963,5.052,193,0.995045,199.975
31 7 2021,10:00 am,29.163,5.526,182,0.996721,278.289
31 7 2021,11:00 am,29.363,7.405,146,0.996031,697.949
31 7 2021,00:00 pm,28.863,8.374,135,0.993958,1014.67
31 7 2021,01:00 pm,28.263,8.888,120,0.994057,1212.09
31 7 2021,02:00 pm,27.363,10.311,120,0.993663,1887.9
31 7 2021,03:00 pm,27.163,10.143,128,0.99238,1812.65
31 7 2021,04:00 pm,27.063,10.558,129,0.99159,1995.12
31 7 2021,05:00 pm,26.763,12.219,132,0.986556,2627.48
31 7 2021,06:00 pm,26.913,12.259,136,0.986655,2636.3
31 7 2021,07:00 pm,27.063,12.308,136,0.986754,2647.1
31 7 2021,08:00 pm,27.163,11.171,142,0.990701,2263.29
31 7 2021,09:00 pm,27.263,10.104,149,0.992775,1792.17
31 7 2021,10:00 pm,27.363,9.817,143,0.99238,1648.45
31 7 2021,11:00 pm,27.363,10.232,147,0.99238,1852.22
1 8 2021,00:00 am,27.463,11.33,149,0.991392,2320.08
1 8 2021,01:00 am,27.463,10.549,150,0.990997,1988.78
1 8 2021,02:00 am,27.063,10.044,156,0.990998,1760.24
1 8 2021,03:00 am,26.863,9.056,163,0.991097,1277.09
1 8 2021,04:00 am,26.963,7.939,168,0.990208,865.562
1 8 2021,05:00 am,26.863,6.782,163,0.99001,533.386
1 8 2021,06:00 am,26.913,8.136,148,0.9909,926.77
1 8 2021,07:00 am,26.963,9.491,157,0.991689,1485.04
1 8 2021,08:00 am,27.463,9.619,162,0.990899,1545.19
1 8 2021,09:00 am,28.563,8.927,156,0.990898,1222.21
1 8 2021,10:00 am,28.663,9.847,128,0.991886,1653.27
1 8 2021,11:00 am,27.463,12.239,117,0.993959,2636.52
1 8 2021,00:00 pm,27.563,11.715,130,0.991688,2454.9
1 8 2021,01:00 pm,27.863,11.359,129,0.9908,2327.68
1 8 2021,02:00 pm,27.863,12.516,125,0.9908,2693.54
1 8 2021,03:00 pm,27.563,12.951,128,0.991392,2791
1 8 2021,04:00 pm,27.563,12.516,130,0.990306,2694
1 8 2021,05:00 pm,27.663,11.27,137,0.989813,2297.18
1 8 2021,06:00 pm,27.463,11.25,127,0.989616,2290.18
1 8 2021,07:00 pm,27.263,11.231,128,0.989517,2283.53
1 8 2021,08:00 pm,27.363,10.657,134,0.991589,2037.19
1 8 2021,09:00 pm,27.363,10.904,136,0.992084,2146.02
1 8 2021,10:00 pm,27.263,11.142,128,0.99386,2255.18
1 8 2021,11:00 pm,27.263,10.44,140,0.99238,1943.31
2 8 2021,00:00 am,27.163,8.146,149,0.992281,931.33
2 8 2021,01:00 am,26.963,8.146,151,0.992577,932.57
2 8 2021,02:00 am,26.663,5.892,153,0.991689,341.484
2 8 2021,03:00 am,26.763,4.953,161,0.992676,188.276
2 8 2021,04:00 am,26.863,5.042,154,0.991393,198.773
2 8 2021,05:00 am,26.863,5.457,142,0.989714,266.752
2 8 2021,06:00 am,26.913,5.991,135,0.992084,358.2
2 8 2021,07:00 am,26.963,6.525,136,0.994452,476.036
2 8 2021,08:00 am,27.763,7.385,145,0.991491,692.311
2 8 2021,09:00 am,26.763,7.909,126,0.993071,858.783
2 8 2021,10:00 am,27.163,10.746,123,0.994452,2081.92
2 8 2021,11:00 am,27.563,11.853,125,0.992479,2504.34
2 8 2021,00:00 pm,27.663,10.568,120,0.991392,1996.12
2 8 2021,01:00 pm,27.363,10.598,113,0.992479,2012.59
2 8 2021,02:00 pm,26.963,11.784,114,0.988925,2477.98
2 8 2021,03:00 pm,26.963,11.369,119,0.988826,2332.64
2 8 2021,04:00 pm,27.063,10.825,122,0.989616,2109.05
2 8 2021,05:00 pm,27.063,11.063,123,0.99001,2213.87
2 8 2021,06:00 pm,27.313,10.529,111,0.991096,1980.28
2 8 2021,07:00 pm,27.563,9.985,111,0.992182,1729.48
2 8 2021,08:00 pm,27.363,8.769,121,0.991392,1166.99
2 8 2021,09:00 pm,27.363,8.888,124,0.992281,1213.45
2 8 2021,10:00 pm,27.263,8.176,126,0.993169,943.582
2 8 2021,11:00 pm,27.263,7.256,129,0.992873,654.836
3 8 2021,00:00 am,27.263,7.049,124,0.992577,595.781
3 8 2021,01:00 am,27.363,6.782,126,0.992281,533.54
3 8 2021,02:00 am,27.363,5.991,125,0.991985,357.759
3 8 2021,03:00 am,27.263,6.179,135,0.992479,394.475
3 8 2021,04:00 am,26.863,5.141,131,0.99011,213.353
3 8 2021,05:00 am,26.963,5.012,139,0.99001,194.831
3 8 2021,06:00 am,26.213,4.775,145,0.990702,167.052
3 8 2021,07:00 am,25.463,4.538,111,0.991295,139.196
3 8 2021,08:00 am,26.663,5.161,137,0.99159,217.229
3 8 2021,09:00 am,27.763,4.983,125,0.991886,191.204
3 8 2021,10:00 am,26.663,8.413,106,0.992775,1035.58
3 8 2021,11:00 am,27.463,8.67,110,0.992479,1130.28
3 8 2021,00:00 pm,27.363,9.164,114,0.991688,1319.96
3 8 2021,01:00 pm,27.263,9.362,114,0.991096,1419.09
3 8 2021,02:00 pm,27.263,9.016,118,0.99001,1259.95
3 8 2021,03:00 pm,27.163,9.342,110,0.991393,1408.92
3 8 2021,04:00 pm,27.063,9.54,113,0.99001,1506.35
3 8 2021,05:00 pm,27.063,9.234,117,0.988925,1351.53
3 8 2021,06:00 pm,27.013,8.512,112,0.989221,1067.68
3 8 2021,07:00 pm,26.963,7.78,108,0.989517,815.304
3 8 2021,08:00 pm,26.863,7.879,107,0.992281,848.547
3 8 2021,09:00 pm,26.663,8.907,106,0.992281,1222.57
3 8 2021,10:00 pm,26.663,9.085,113,0.992479,1291.39
3 8 2021,11:00 pm,26.563,8.601,129,0.993861,1108.8
4 8 2021,00:00 am,26.663,8.047,126,0.992084,901.085
4 8 2021,01:00 am,26.663,6.317,128,0.993268,427.917
4 8 2021,02:00 am,26.763,5.744,135,0.9909,315.993
4 8 2021,03:00 am,26.763,6.04,135,0.991788,366.597
4 8 2021,04:00 am,26.763,5.447,139,0.991886,265.802
4 8 2021,05:00 am,26.663,4.251,160,0.990307,103.894
4 8 2021,06:00 am,26.713,4.37,160,0.990801,118.155
4 8 2021,07:00 am,26.763,4.478,136,0.991196,131.097
4 8 2021,08:00 am,27.563,5.319,145,0.991688,243.213
4 8 2021,09:00 am,26.563,4.864,127,0.995342,178.406
4 8 2021,10:00 am,27.763,6.752,123,0.993367,526.498
4 8 2021,11:00 am,27.963,8.423,124,0.992774,1034.77
4 8 2021,00:00 pm,27.663,10.173,123,0.992478,1822.73
4 8 2021,01:00 pm,27.563,10.114,127,0.992873,1795.66
4 8 2021,02:00 pm,28.163,8.7,133,0.98922,1135.51
4 8 2021,03:00 pm,27.763,9.095,121,0.990208,1288.33
4 8 2021,04:00 pm,27.063,9.59,119,0.990504,1532.17
4 8 2021,05:00 pm,26.663,9.412,116,0.989913,1443.08
4 8 2021,06:00 pm,26.213,8.907,114,0.990998,1223.56
4 8 2021,07:00 pm,25.763,8.403,118,0.992085,1034.24
4 8 2021,08:00 pm,25.963,8.206,119,0.992184,959.092
4 8 2021,09:00 pm,26.063,7.593,125,0.992677,762.503
4 8 2021,10:00 pm,26.063,7.415,116,0.992381,707.187
4 8 2021,11:00 pm,26.063,7.276,136,0.994453,665.032
5 8 2021,00:00 am,26.063,6.07,142,0.993664,373.424
5 8 2021,01:00 am,26.063,4.973,148,0.992184,191.192
5 8 2021,02:00 am,25.963,4.32,157,0.990307,112.566
5 8 2021,03:00 am,25.963,3.213,181,0.991196,13.4044
5 8 2021,04:00 am,25.863,3.253,189,0.990702,16.6254
5 8 2021,05:00 am,25.863,3.253,199,0.98863,16.4284
5 8 2021,11:00 am,28.963,4.834,93,0.993267,172.861
5 8 2021,00:00 pm,27.563,8.542,95,0.9908,1079.35
5 8 2021,01:00 pm,26.763,9.461,91,0.991689,1471.07
5 8 2021,02:00 pm,26.963,8.304,92,0.989714,989.726
5 8 2021,03:00 pm,27.363,7.612,93,0.989517,762.163
5 8 2021,04:00 pm,27.463,6.732,98,0.988629,519.93
5 8 2021,05:00 pm,27.163,6.584,104,0.987938,485.843
5 8 2021,06:00 pm,27.013,5.951,110,0.98774,349.609
5 8 2021,07:00 pm,26.863,5.319,86,0.987543,242.653
5 8 2021,08:00 pm,26.863,4.459,84,0.990307,128.701
5 8 2021,09:00 pm,26.863,6.06,82,0.990702,369.369
5 8 2021,10:00 pm,26.863,5.101,88,0.989221,206.146
5 8 2021,11:00 pm,26.863,4.162,93,0.989418,92.9348
6 8 2021,00:00 am,26.463,3.806,128,0.989715,60.8334
6 8 2021,09:00 am,27.563,3.648,43,0.991589,47.9503
6 8 2021,10:00 am,27.763,4.765,73,0.992872,165.167
6 8 2021,11:00 am,27.663,6.406,79,0.991984,446.155
6 8 2021,00:00 pm,27.463,7.148,89,0.990899,619.403
6 8 2021,01:00 pm,27.163,6.851,92,0.989221,548.177
6 8 2021,02:00 pm,26.963,7.237,94,0.989023,646.208
6 8 2021,03:00 pm,26.663,6.367,99,0.989122,437.412
6 8 2021,04:00 pm,26.663,5.774,85,0.988727,320.613
6 8 2021,05:00 pm,26.463,4.824,86,0.98863,172.331
6 8 2021,06:00 pm,25.913,4.192,83,0.989715,97.1426
6 8 2021,07:00 pm,25.363,3.559,74,0.990703,41.4109
6 8 2021,08:00 pm,25.363,3.519,93,0.991197,38.1882
7 8 2021,00:00 am,25.663,3.954,129,0.991986,73.2657
7 8 2021,01:00 am,25.763,3.816,133,0.991986,62.1464
7 8 2021,02:00 am,25.963,4.3,135,0.991789,110.425
7 8 2021,03:00 am,26.063,3.836,158,0.991294,63.634
7 8 2021,04:00 am,26.163,3.223,175,0.989321,13.9881
7 8 2021,06:00 am,26.263,3.43,152,0.991393,30.8047
7 8 2021,07:00 am,26.263,3.905,210,0.992578,69.1698
7 8 2021,08:00 am,26.363,4.676,202,0.992281,155.503
7 8 2021,11:00 am,29.763,3.302,95,0.995141,19.8055
7 8 2021,00:00 pm,27.463,8.393,106,0.994255,1026.71
7 8 2021,01:00 pm,26.863,8.018,120,0.992281,891.684
7 8 2021,02:00 pm,27.363,8.087,134,0.990306,910.053
7 8 2021,03:00 pm,27.663,6.643,124,0.990109,499.856
7 8 2021,04:00 pm,26.663,11.043,106,0.992183,2212.02
7 8 2021,05:00 pm,26.563,9.55,122,0.990209,1514.33
7 8 2021,06:00 pm,26.663,8.403,133,0.991492,1030.39
7 8 2021,07:00 pm,26.763,7.247,126,0.992775,652.994
7 8 2021,08:00 pm,26.863,7.158,129,0.992676,625.361
7 8 2021,09:00 pm,26.863,6.703,138,0.991689,515.871
7 8 2021,10:00 pm,26.863,5.596,150,0.995638,292.252
7 8 2021,11:00 pm,26.763,6.169,178,0.99475,394.562
8 8 2021,00:00 am,26.763,5.833,183,0.994256,332.234
8 8 2021,01:00 am,26.763,5.685,183,0.992972,306.64
8 8 2021,02:00 am,26.763,4.399,186,0.992775,122.044
8 8 2021,03:00 am,26.763,4.32,192,0.99238,112.569
8 8 2021,04:00 am,26.663,3.826,195,0.991393,62.5476
8 8 2021,05:00 am,26.663,3.164,207,0.99159,9.27703
8 8 2021,06:00 am,26.813,3.579,188,0.992479,42.6717
8 8 2021,07:00 am,26.963,3.994,233,0.993367,76.1724
8 8 2021,08:00 am,27.763,3.104,231,0.99386,4.35094
8 8 2021,10:00 am,29.963,3.747,318,0.993464,55.3013
8 8 2021,01:00 pm,30.963,6.812,81,0.992673,534.441
8 8 2021,02:00 pm,26.763,14.226,109,0.991689,2972.95
8 8 2021,03:00 pm,25.263,12.031,129,0.991098,2575.56
8 8 2021,04:00 pm,26.863,4.419,157,0.989714,123.803
8 8 2021,05:00 pm,25.963,4.123,272,0.98863,88.6601
8 8 2021,06:00 pm,26.913,5.269,310,0.991097,235.392
8 8 2021,07:00 pm,27.863,6.406,353,0.993564,446.644
8 8 2021,08:00 pm,26.763,5.151,3,0.991393,215.374
8 8 2021,09:00 pm,26.763,4.162,327,0.990702,93.3548
9 8 2021,00:00 am,25.663,5.981,199,0.995047,358.923
9 8 2021,01:00 am,26.563,7.78,196,0.994256,820.224
9 8 2021,02:00 am,26.963,6.238,185,0.993466,409.293
9 8 2021,03:00 am,26.963,6.189,189,0.994551,398.503
9 8 2021,04:00 am,26.863,6.248,185,0.9909,410.518
9 8 2021,05:00 am,26.763,6.297,175,0.991097,421.82
9 8 2021,06:00 am,26.763,6.179,174,0.991886,395.235
9 8 2021,07:00 am,26.763,6.06,181,0.992577,370.03
9 8 2021,08:00 am,27.563,3.628,197,0.995045,46.6307
9 8 2021,10:00 am,29.363,4.202,89,0.993266,97.0185
9 8 2021,11:00 am,28.563,6.535,87,0.995735,476.319
9 8 2021,00:00 pm,27.663,9.451,93,0.993762,1464.63
9 8 2021,01:00 pm,27.063,9.244,96,0.991985,1360.98
9 8 2021,02:00 pm,27.063,8.631,111,0.992479,1116.12
9 8 2021,03:00 pm,27.263,7.939,119,0.992281,866.209
9 8 2021,04:00 pm,27.263,7.484,121,0.9908,723.75
9 8 2021,05:00 pm,27.063,7.612,122,0.989714,763.444
9 8 2021,06:00 pm,27.113,6.891,108,0.990701,558.063
9 8 2021,07:00 pm,27.163,6.169,113,0.991689,392.201
9 8 2021,08:00 pm,27.163,5.368,110,0.992873,252.301
9 8 2021,09:00 pm,27.163,5.21,112,0.994255,225.858
9 8 2021,10:00 pm,27.063,6.466,118,0.996329,463.185
9 8 2021,11:00 pm,26.963,6.297,124,0.993367,422.863
10 8 2021,00:00 am,26.963,5.556,123,0.994058,284.62
10 8 2021,01:00 am,26.863,5.744,140,0.993762,316.585
10 8 2021,02:00 am,26.663,5.062,161,0.993169,201.505
10 8 2021,03:00 am,26.563,5.17,173,0.991985,218.99
10 8 2021,04:00 am,26.363,4.291,192,0.989814,108.773
10 8 2021,05:00 am,26.263,3.193,231,0.990209,11.5599
10 8 2021,11:00 am,29.563,4.844,108,0.992181,173.521
10 8 2021,00:00 pm,27.263,8.64,116,0.991293,1118.28
10 8 2021,01:00 pm,26.963,9.105,124,0.990604,1295.32
10 8 2021,02:00 pm,27.263,9.728,128,0.989616,1598.7
10 8 2021,03:00 pm,27.463,10.38,132,0.989912,1912.61
10 8 2021,04:00 pm,27.463,10.489,135,0.988135,1957.28
10 8 2021,05:00 pm,27.263,9.777,136,0.98774,1619.69
10 8 2021,06:00 pm,27.013,9.57,137,0.988727,1519.56
10 8 2021,07:00 pm,26.763,9.372,140,0.989714,1423.38
10 8 2021,08:00 pm,26.763,7.968,150,0.9909,875.299
10 8 2021,09:00 pm,26.863,8.156,162,0.99011,934.148
10 8 2021,10:00 pm,26.963,9.253,164,0.9909,1363.91
10 8 2021,11:00 pm,26.963,9.125,177,0.991097,1303.09
11 8 2021,00:00 am,27.163,7.741,184,0.990701,803.957
11 8 2021,01:00 am,27.163,6.752,179,0.991294,526.349
11 8 2021,02:00 am,27.263,6.663,178,0.989517,504.838
11 8 2021,03:00 am,27.463,7.474,186,0.98932,718.98
11 8 2021,04:00 am,27.463,8.245,188,0.98695,962.603
11 8 2021,05:00 am,27.263,8.374,196,0.985963,1011.63
11 8 2021,06:00 am,26.913,7.247,191,0.98853,649.408
11 8 2021,07:00 am,26.563,6.11,190,0.991097,379.253
11 8 2021,08:00 am,26.963,5.101,177,0.991097,206.597
11 8 2021,09:00 am,27.863,5.368,175,0.989418,250.535
11 8 2021,10:00 am,28.563,4.973,139,0.992774,189.657
11 8 2021,11:00 am,29.163,6.129,139,0.990503,379.289
11 8 2021,00:00 pm,28.063,9.461,115,0.990504,1462.36
11 8 2021,01:00 pm,26.763,10.549,117,0.989517,1989.46
11 8 2021,02:00 pm,26.563,11.438,125,0.986655,2355.52
11 8 2021,03:00 pm,27.063,12.486,135,0.986556,2685.43
11 8 2021,04:00 pm,27.263,13.425,138,0.984779,2872.29
11 8 2021,05:00 pm,27.363,12.279,140,0.984088,2636.64
11 8 2021,06:00 pm,26.863,11.982,131,0.985964,2543.59
11 8 2021,07:00 pm,26.363,11.676,133,0.98774,2441.25
11 8 2021,08:00 pm,26.563,10.608,140,0.989221,2014.73
11 8 2021,09:00 pm,26.663,10.054,151,0.989814,1765.47
11 8 2021,10:00 pm,26.763,9.234,145,0.989517,1354.97
11 8 2021,11:00 pm,26.863,8.215,147,0.991294,956.995
12 8 2021,00:00 am,26.863,8.294,148,0.990604,987.078
12 8 2021,01:00 am,26.863,8.472,149,0.990505,1054.86
12 8 2021,02:00 am,26.963,8.443,155,0.986951,1039.64
12 8 2021,03:00 am,26.963,8.314,162,0.98774,990.584
12 8 2021,04:00 am,26.963,7.978,168,0.986852,874.56
12 8 2021,05:00 am,26.963,7.701,171,0.987247,788.742
12 8 2021,06:00 am,26.913,6.515,153,0.987247,469.935
12 8 2021,07:00 am,26.863,5.329,149,0.987346,244.069
12 8 2021,08:00 am,25.963,3.569,137,0.988136,41.7758
12 8 2021,09:00 am,27.163,4.973,159,0.990504,190.126
12 8 2021,10:00 am,28.263,6.999,136,0.990701,581.121
12 8 2021,11:00 am,28.163,8.393,137,0.990405,1020.06
12 8 2021,00:00 pm,27.963,10.479,131,0.987838,1949.86
12 8 2021,01:00 pm,27.763,12.595,138,0.987838,2707.89
12 8 2021,02:00 pm,28.263,11.923,137,0.987147,2518.15
12 8 2021,03:00 pm,28.063,12.13,133,0.988036,2592.7
12 8 2021,04:00 pm,27.463,12.773,129,0.985272,2746.98
12 8 2021,05:00 pm,27.063,12.812,132,0.985272,2755.57
12 8 2021,06:00 pm,26.863,12.783,132,0.986359,2751.33
12 8 2021,07:00 pm,26.663,12.753,134,0.987444,2746.38
12 8 2021,08:00 pm,26.963,12.031,144,0.987346,2562.24
12 8 2021,09:00 pm,27.063,10.993,145,0.991196,2186.21
12 8 2021,10:00 pm,27.063,10.796,148,0.991196,2099.39
12 8 2021,11:00 pm,27.163,10.005,149,0.991195,1741.05
13 8 2021,00:00 am,27.263,10.331,151,0.989517,1890.88
13 8 2021,01:00 am,27.363,8.996,151,0.989813,1251.77
13 8 2021,02:00 am,26.763,7.939,143,0.989517,865.154
13 8 2021,03:00 am,27.063,7.741,141,0.990504,803.745
13 8 2021,04:00 am,27.363,7.662,146,0.989813,777.897
13 8 2021,05:00 am,27.263,7.869,146,0.988925,842.062
13 8 2021,06:00 am,27.213,7.484,131,0.990602,723.724
13 8 2021,07:00 am,27.163,7.088,138,0.992183,604.419
13 8 2021,08:00 am,26.363,7.879,133,0.991097,848.933
13 8 2021,09:00 am,27.863,9.194,131,0.994354,1335.84
13 8 2021,10:00 am,27.963,11.537,131,0.991589,2390.62
13 8 2021,11:00 am,27.663,11.448,121,0.990602,2359.46
13 8 2021,00:00 pm,27.563,12.496,121,0.9908,2689.56
13 8 2021,01:00 pm,27.663,12.111,133,0.990997,2591.6
13 8 2021,02:00 pm,27.963,12.288,134,0.989912,2642.15
13 8 2021,03:00 pm,27.863,12.318,136,0.99001,2648.76
13 8 2021,04:00 pm,27.863,11.695,137,0.988924,2443.63
13 8 2021,05:00 pm,27.763,10.855,137,0.988825,2118.56
13 8 2021,06:00 pm,27.263,10.262,134,0.989912,1861.09
13 8 2021,07:00 pm,26.763,9.669,135,0.990998,1574.13
13 8 2021,08:00 pm,26.763,9.313,151,0.993268,1399.42
13 8 2021,09:00 pm,26.863,8.334,157,0.992676,1004.66
13 8 2021,10:00 pm,26.963,8.828,149,0.992873,1192.91
13 8 2021,11:00 pm,26.863,9.085,145,0.992281,1290.85
14 8 2021,00:00 am,26.863,9.145,146,0.992972,1313.81
14 8 2021,01:00 am,26.963,7.948,152,0.99238,870.292
14 8 2021,02:00 am,27.063,7.336,147,0.992183,679.416
14 8 2021,03:00 am,27.063,7.919,154,0.992972,860.336
14 8 2021,04:00 am,27.163,7.948,163,0.9908,867.915
14 8 2021,05:00 am,27.163,6.901,163,0.990109,560.545
14 8 2021,06:00 am,26.863,6.466,154,0.990801,460.749
14 8 2021,07:00 am,26.563,6.021,152,0.99159,363.527
14 8 2021,08:00 am,27.463,6.93,165,0.991096,566.858
14 8 2021,09:00 am,28.063,8.393,156,0.995439,1025.85
14 8 2021,10:00 am,28.063,7.672,142,0.994452,782.86
14 8 2021,11:00 am,29.163,8.403,136,0.991391,1021.43
14 8 2021,00:00 pm,28.663,8.957,126,0.990305,1231.92
14 8 2021,01:00 pm,27.963,10.054,121,0.990602,1759.55
14 8 2021,02:00 pm,27.763,11.112,125,0.990306,2232.79
14 8 2021,03:00 pm,27.663,11.567,128,0.991392,2402.2
14 8 2021,04:00 pm,27.663,11.31,134,0.989023,2309.04
14 8 2021,05:00 pm,27.363,10.974,136,0.989023,2172.69
14 8 2021,06:00 pm,26.963,10.193,129,0.988727,1830.41
